"id";"year";"width";"height";"depth";"title";"description";"artistid";"latitude";"longitude";"city";"country";"sortyear";"roomid";"imageid";"imagepath"
427;"1735";40.5;50;;"Bouquet de fleurs";"Un bouquet est un assemblage de fleurs coupées, feuilles et rameaux, réunis par leur tige et disposés de façon à composer une harmonie de formes, de couleurs, de parfums. Il est conçu pour être facilement transporté, ce qui le distingue des autres compositions florales. Il peut être de forme variée, par exemple rond, conique ou en gerbe, et adopter un style particulier, par exemple le bouquet champêtre ou structuré.
Le bouquet sert d'accessoire décoratif dans certaines circonstances, par exemple le bouquet de la mariée et les fleurs à la boutonnière, ou bien s'offre en cadeau. Il est proposé également comme décor d'intérieur, pour garnir un vase.";107;;;"Montpellier";"France";1735;92;1047;"dbc20303cbeb738854f5a75e13a964520aa7ec9f5a9695085856109ddbeae2c4.jpg"
428;"1690";117.5;87.5;;"église Saint Bavon";"";108;;;"Montpellier";"France";1690;92;1048;"25a6ab7ab6a23517a2121987a88977d62e01be5012effc5d6367f03343d33bd1.jpg"
429;"1648";64;49;;"Scène de l'ancien testament.";"";109;;;"Montpellier";"France";1648;92;1049;"eefdf10c85a0413cd98d4ade6d6ce7eef4ddba5cbc231547518cee126cec3462.jpg"
430;"1647";106;72;;"La source purgative.";"";265;;;"Montpellier";"France";1647;92;1050;"41905be882d0ed1ca1cbac90da5cbbd23ff7e606891e1e201cc445bcd139c925.jpg"
431;"1630";52;65;;"Un Homme";"";266;;;"Montpellier";"France";1630;92;1051;"76951063d4f804fb10eb930641c26f3d7a056f1bb8c2fb07da25ea0c529e875e.jpg"
432;"1658";40;33;;"Deux muletiers à l'auberge.";"";267;;;"Montpellier";"France";1658;92;1052;"7502374f129dbd9fd41088adeaa5855e1cd23ca87fb749c94b2030c71a7cb2a6.jpg"
433;"1864";149;198;;"La famille Fabrège";"";61;;;"Montpellier";"France";1864;92;1053;"a5ca2fcbe6f4246d1c6c5beabd0a57ee5c33136934d3892ac121c958e674f60e.jpg"
434;"1864";31.5;40.5;;"Portrait de Bazille";"";39;;;"Montpellier";"France";1864;92;1054;"959e926f089bfb521663f3649b8471223d9b69a1fcea5f6d79b316f9b9b98936.jpg"
435;"1862";47;34.2;;"Étude pour ""Jésus au milieu des docteurs""";"";124;;;"Montpellier";"France";1862;92;1055;"f50ca6a33d59f6d33d8eeb5a4cb57dd4b8bf0be7d99b6ceae32cc992b71f2159.jpg"
437;"1853";;;;"Michel-Ange et son génie";"";31;;;"Montpellier";"France";1853;92;1057;"12678ae09cf42864e8b63b216d6794234cbb01d99b397ac2130a4d926fc3d72e.jpg"
438;"1857";63;48;;"Le pont d'Ambrussum";"";32;;;"Montpellier";"France";1857;92;1058;"5a3855134bad56f7f36c54a44e736b8027e9a329a197639d1cc7d0587102799d.jpg"
439;"1711";;;;"Portrait de Jean VIII César Rousseau de La Parisière";"";34;;;"Montpellier";"France";1711;92;1059;"22625516fe5858b5916f4c98be036da03ceaa1f1a7d51210d8627ae9cc4c12aa.jpg"
440;"1719";32.5;40.5;1.5;"Étude de mains et d'un col de dentelles";"";34;;;"Montpellier";"France";1719;92;1060;"ecc258ec91d11739bcc856d48d220d1a77d23ddd2503beaf197a57c0e2d53ed2.jpg"
441;"1760";99;75;;"Le Jeu de la palette";"Le Jeu de la palette est un tableau réalisé par le peintre français Jean-Honoré Fragonard vers 1761-1765. Cette huile sur toile est une idylle qui représente une joyeuse compagnie s'amusant à un jeu dans un paysage naturel dominé par des ruines. Redécouverte avec La Bascule dans un château de l'Orne en 2016, l'œuvre est désignée trésor national puis acquise par l'État français pour le musée du Louvre, à Paris. Elle se trouve depuis 2021 en dépôt au musée Fabre de Montpellier.";126;;;"Montpellier";"France";1760;92;1061;"b5f6f67e10f96f27d7e3e8e04945d1e25405769cba974fd45fb335c3336b7914.jpg"
442;"1760";99.5;75;;"La Bascule";"La Bascule est un téléfilm français de 90 minutes réalisé par Marco Pico en 1998 pour France 2, et diffusé en 1999.";126;;;"Montpellier";"France";1760;92;1062;"8a20992bce9ebad07b7ce3aaa9a21436a91729c27022692bbf0b63e5a310d8c9.jpg"
443;"1818";64;52;;"Étude de bras et jambes";"";127;;;"Montpellier";"France";1818;92;1063;"880dec7e7099b7460196e7831b0714058d2e6451ed3bb2f18a27db4911837935.jpg"
444;"1850";26;20;;"Cheval oriental";"Un cheval oriental est un cheval appartenant à une race dotée d'un type fin et léger, souvent originaire du Moyen-Orient et de l'Afrique du Nord. Bien que le concept de cheval oriental soit à l'origine mal défini, des races telles que l'Arabe, l'Akhal-Teké et le Karabakh y sont souvent rattachées. 
Le cheval oriental est décrit comme plus fin et raffiné que les autres types de chevaux, tout en possédant une grande endurance. Ces races, parfois confondues avec la notion de « cheval à sang chaud », sont réputées pour leur intelligence. Athlétiques et polyvalentes, elles apprennent rapidement. Élevés pour leur agilité et leur vitesse, les chevaux orientaux sont le plus souvent considérés comme vifs et audacieux.";127;;;"Montpellier";"France";1850;92;1064;"51f41b0ceedc6d0cb9c62a6e5fc55b12b64244d70b5edbb3ee0c26947144cee1.jpg"
445;"1716";120;171;;"Vertumne et Pomone";"Vertumne et Pomone est un thème artistique classique, venant de la mythologie romaine, représentant les divinités Vertumne et Pomone se rencontrant et s'éprenant.";27;;;"Montpellier";"France";1716;92;1065;"4c505519342fa460d754be5fdf532b8c94c4ac4d200d3b659c3af09720e47758.jpg"
446;"1864";35;27;;"Couvercles de bouillon";"";1;;;"Montpellier";"France";1864;92;1066;"9e3136d50cd5843014d1b708c04813489d302a555abe1432299399a4c51e3617.jpg"
447;"1839";262;152;;"Sainte Catherine d'Alexandrie portée au tombeau";"";71;;;"Montpellier";"France";1839;92;1067;"dd3bc11b82bd044e697bf890a2fcef1daeb62cd625d90f5a006f4781e3d4f324.jpg"
448;"1863";81;100.5;;"Portrait de Madame Gervais";"";72;;;"Montpellier";"France";1863;92;1068;"45b8020a1ec398697b2b3076402bf7acb1f4d91a9802076aaa2b772c224fb944.jpg"
449;"1876";48;61;;"Alfred Bruyas dans son cabinet de travail";"";58;;;"Montpellier";"France";1876;92;1069;"d1fb6a46edf6fea35c43694d2d484c14aead66df7314f82891a9a92d247b1f7c.jpg"
450;"1848";23;19;;"L'Ange du soir veillant sur une ville";"";28;;;"Montpellier";"France";1848;92;1070;"1292b91075e4ebffffc20f4deeea2db37f0dbe6d7858042e3351f4909c33a2b4.jpg"
451;"1850";85;44;;"Tentes de la smalah de Si-Hamed-Bel-Hadj, Sahara";"";168;;;"Montpellier";"France";1850;92;1071;"9b3c053dc75e8e999630fae7daebb79c8d97de5aae5ed5372e3744b24e9f0a39.jpg"
452;"1716";;;;"Énée portant son père Anchise";"";78;;;"Montpellier";"France";1716;92;1072;"453e5cba7da109cc94b717935227dce3c68521cc96c2ee98bd080417ba8d1da5.jpg"
453;"1749";134.5;98;;"Sarah présentant Agar à Abraham";"";60;;;"Montpellier";"France";1749;92;1073;"63d8d90e629200259d5846e23adfb247b44f9eceef363b191efeca8cc2d49040.jpg"
454;"1777";;;;"St Jérôme dans le désert écoutant la trompette du Jugement Dernier";"";80;;;"Montpellier";"France";1777;92;1074;"c77b03ce94055270ded362abb1d068823f6157afadc7a550d3572e88b1d63ffc.jpg"
455;"1845";;;;"Le sang de Vénus";"";61;;;"Montpellier";"France";1845;92;1075;"76e56f8f215804311b4cca85a52fa82adec94657b53e7d50fc7008690a38d021.jpg"
456;"1790";;;;"Portrait de M. Joseph Fabre, père de l'Artiste";"";29;;;"Montpellier";"France";1790;92;1076;"680dc0bc887f1f6037e8119d827b48256ac12cd80f7a5f9b4a9abc254a239e81.jpg"
457;"1800";;;;"Portrait de Caroline Scitivaux";"";29;;;"Montpellier";"France";1800;92;1077;"0790535f6c9b71a6c2dcc7b1047e4ea338d37c2d3ad05bfe1aac721f86c34d40.jpg"
458;"1702";182.5;144.5;;"La Formation de l'Homme par Prométhée avec l'aide de Minerve";"";169;;;"Montpellier";"France";1702;92;1078;"9e5cafd47d6993e983b3ba4ebb45eb06b36660fe7f5720c1e9f934a641aba8be.jpg"
459;"1737";;;;"Baptême du Christ";"Le baptême du Christ est un des épisodes de la vie de Jésus-Christ : son baptême dans le Jourdain par Jean le Baptiste. Il est relaté dans les trois Évangiles synoptiques. Il s'inscrit dans les trois épiphanies du Messie de Dieu avec l'Adoration des mages et les Noces de Cana. Il marque la fin du temps de Noël. Le 'Baptême du Christ' est un thème que l'on trouve très fréquemment dans l'iconographie chrétienne.";170;;;"Montpellier";"France";1737;92;1079;"b6bc702dac588851e76097f1cbf925a5835aa86d1aa1d1338b2859385155838d.jpg"
460;"1831";;;;"Intérieur du cloître de la cathédrale Saint-Sauveur d'Aix";"";171;;;"Montpellier";"France";1831;92;1080;"4c7ee35cf90631e7006cd88291b85ab37a7038f840833f387eca218535d0ad3f.jpg"
461;"1802";159;125.5;;"Vue des souterrains de San-Martino ai Monti, à Rome";"";172;;;"Montpellier";"France";1802;92;1081;"a40154b7cac815ba67c54c93489a6af636d3967e95ff058af3709ebe48b46ff4.jpg"
462;"1650";;;;"Sainte Apolline";"Apolline d'Alexandrie ou Apollonie d'Alexandrie, morte en 249 à Alexandrie (Égypte), est une martyre chrétienne. Sainte catholique, elle est commémorée le 9 février selon le Martyrologe romain.";173;;;"Montpellier";"France";1650;92;1082;"3ce5c1697c13afb4e05c39a26a1a8b26c7c1f53c7330986b53c9bc614a5ad0a3.jpg"
463;"1865";;;;"Gave débordé";"";174;;;"Montpellier";"France";1865;92;1083;"9eafdd7e06a23bd1309be23e782bf7a116093ecc4cd02b4a1fa8350c9223b97a.jpg"
464;"1864";38;55;;"Au banc des pauvres, souvenir de Bretagne.";"";175;;;"Montpellier";"France";1864;92;1084;"474c050380b4990928de8ea741fb4beed07d1a9f3d1c49b91f604690edc1562b.jpg"
466;"1704";228;162;;"Méléagre tue le sanglier de Calydon";"";177;;;"Montpellier";"France";1704;92;1086;"59693950d11bc30a97bf91d5d4956ffd01255bce6b7ee54baaccf5eef0786af8.jpg"
467;"1702";56;73.5;;"L'Immaculée Conception";"";178;;;"Montpellier";"France";1702;92;1087;"62e5f3f7964a66bd3f40dd59a1513972f1671f04b03b9273c93ad140302c0d8f.jpg"
468;"1789";;;;"Alexandre consulte l'oracle d'Apollon";"";179;;;"Montpellier";"France";1789;92;1088;"268dfc078634a3d076da1d8714105e65118666497c053d51d87ea5dd4ac4ae16.jpg"
469;"1779";317;316;;"La Fermeté de Jubellius Taurea";"";180;;;"Montpellier";"France";1779;92;1089;"bca5779d1b7dbbf086d3859b3f7aa586137bae3876bb6604a57cdbec03e610e2.jpg"
470;"1863";;;;"Promenades de femmes turques en Asie - Soleil couchant";"";181;;;"Montpellier";"France";1863;92;1090;"f44b26da2a99210b6663974afa096bee5ffd3489b23b442efeaecffde65b7b15.jpg"
471;"1839";135;96;;"Femmes à la fontaine.";"";182;;;"Montpellier";"France";1839;92;1091;"d25665e4a142e2b5c3e3e4dfd617d151542172820329e959a033f9b905c6b603.jpg"
472;"1838";400;265;;"La mort d'Abel. Paysage historique";"";183;;;"Montpellier";"France";1838;92;1092;"d883821950dfc9b378be3fba0eb879f2be00276dd5962a4f823986949e199bbc.jpg"
473;"1755";173;259.5;;"Sainte Elisabeth en oraison";"";184;;;"Montpellier";"France";1755;92;1093;"31ea72621bf0dff84ac383ae447e77a52560daf1ac203463751e1e60fe3a76a5.jpg"
474;"1796";53.7;42;;"Vue de couvent de Vallombrosa, et le val d'Arno vus du Paradisino";"";139;;;"Montpellier";"France";1796;92;1094;"74fbecf1cee6d153a3747a457f363a77d829d37adaa405189e61fc32bff2c8ba.jpg"
475;"1794";43;54.5;;"Portrait d'Elizabeth Holland avec son fils";"";139;;;"Montpellier";"France";1794;92;1095;"d54927fa60563b61db3ed2e0d2b30d3212e97d1ee5c64da28f45d2af8e11acd2.jpg"
476;"1846";;;;"L'enfer de Dante";"";185;;;"Montpellier";"France";1846;92;1096;"8a608c2615d6736a3c6191dc915bc93f8caacc1b69fe089b0f199aa42ca9cb1f.jpg"
477;"1659";64;46;;"Nature morte au vase avec fruits et fruits de mer";"";269;;;"Montpellier";"France";1659;92;1097;"e1c4b6bc70061506779704df3b25e5e2b1804c06e4d10063f0c9ed982d97b33f.jpg"
478;"1645";;;;"Marine temps calme";"";270;;;"Montpellier";"France";1645;92;1098;"e962fb469260397e4fe4db2ea12705e07ca3b329b99878c100975f3b1f2aa599.jpg"
479;"1686";127;85.5;;"Paysage côtier";"";271;;;"Montpellier";"France";1686;92;1099;"329bc93d7654ca2ba0f173632f6548a8a971f10c695ac6a0a3d72088b3747b41.jpg"
480;"1734";;;;"Portrait de Charles Emmanuel III";"";189;;;"Montpellier";"France";1734;92;1100;"a2402f70c5e8513111b6079a5a7e137e5aabd77210c425d358c357db6c54d0fc.jpg"
481;"1570";148;192;;"Copie d'après le Jugement Dernier de Michel-Ange";"";190;;;"Montpellier";"France";1570;92;1101;"39fe3772083531ad5221a32c24125853b53f7b2687ee061dee73afbfa75fe833.jpg"
482;"1665";34;26;;"Nature-morte pommes & raisins";"";191;;;"Montpellier";"France";1665;92;1102;"376502c952bdd803182b2f3465387ebaee9a6adff56b1553432bb37b891e2cb6.jpg"
483;"1675";;;;"Portrait de femme entourée d'une couronne de fleurs";"";192;;;"Montpellier";"France";1675;92;1103;"f584415ab1fab6fae5ced6257ee4c822c88a813b04b4d8eb6077322c987704b6.jpg"
484;"1600";;;;"La Sainte Trinité";"Triniterre est le premier album de Plume Latraverse, sorti en 1971 lorsqu'il fait partie du groupe La Sainte Trinité. Il fut réédité sous le nom La Sainte Trinité en 1974, sous celui Album souvenir en 1982 et sous celui Les Titres d'or en 1993. Il est l'unique album du groupe La Sainte Trinité, alors composé de Pierre Landry, Michel Latraverse et de Pierre Léger. D'autres musiciens figurent dans l'enregistrement de l'album.";193;;;"Montpellier";"France";1600;92;1104;"e80d2c9bb24e414b7568627281ddd118e46aabe1c0d6d354955e0e79de0be966.jpg"
485;"1825";;;;"Jésus-Christ guérissant un aveugle.";"";194;;;"Montpellier";"France";1825;92;1105;"e595aceba3d1b7b8a447ae2e0bddc00bb880a75933a3b7ca9121e89452b52217.jpg"
486;"1780";;;;"Tête de jeune homme au diadème";"";35;;;"Montpellier";"France";1780;92;1106;"38408b1e3aa292e239b98f857edeb30c5684121224ce2ab4cf28b269e474d0c5.jpg"
487;"1655";58;44.5;;"Paysage avec une cascade";"";45;;;"Montpellier";"France";1655;92;1107;"735c2b31fcdecb73b9d1c341d0d2745a4af7a0c29e9e1d84077db8e9d33b9a7c.jpg"
488;"1770";56.2;69.2;;"Portrait de madame Du Barry tenant une corbeille de roses";"";272;;;"Montpellier";"France";1770;92;1108;"0feb61141ea930878b56149f4b0dc0af333d12f137ee62f69696c2e4772b40f7.jpg"
489;"1500";;;;"Sainte Trinité couronnant la Vierge";"";273;;;"Montpellier";"France";1500;92;1109;"82ef3bda898d88dcbef1433b8f4270740333676695512b27ec02021ece76d15e.jpg"
490;"1870";115;182;;"Le jugement de Midas";"";186;;;"Montpellier";"France";1870;92;1110;"f39bdae19d047e2562df5f4498954b8eea35b07e3dd1317aac934d4ead3ff40c.jpg"
491;"1593";;;;"Portrait de Giovanni Battista Bourbon del Monte (1541–1614)";"";187;;;"Montpellier";"France";1593;92;1111;"0d14b6bd1d42b052939887a8fa483f0af8745e8cc764ae3b9fbeac66fdb4dd0b.jpg"
492;"1625";202;77;;"Paysage au dieu fleuve. Paysage de Grottaferrata (Venus and Adonis)";"";33;;;"Montpellier";"France";1625;92;1112;"764e1c9afecf520a849e7f8ff63cd0aa55b47c1ff7a95a80ed4eeb8bb171f21a.jpg"
494;"1824";;;;"L'Été";"L'Été est un titre d'œuvre notamment porté par :";274;;;"Montpellier";"France";1824;92;1114;"957f2e5d4a3db1d607c5c338f64b5c52e6212da5c86d11f60f24141d9e53dc52.jpg"
495;"1785";;;;"Voltaire";"Voltaire, de son vrai nom François-Marie Arouet, né le 21 novembre 1694 à Paris où il y meurt le 30 mai 1778, est un écrivain et philosophe français, jouissant de son vivant d'une célébrité internationale et considéré aujourd'hui comme figure emblématique et centrale des Lumières.
Féru d'arts et de sciences, ami et collaborateur des encyclopédistes, Voltaire marque son époque par sa production littéraire et ses engagements politiques. Son influence sur les classes éduquées est considérable dans les décennies qui précèdent la Révolution française et tout au long du XIXe siècle, en particulier dans les milieux bourgeois anticléricaux.
Adversaire implacable des religions révélées, mais déiste ou théiste, il dénonce dans son Dictionnaire philosophique le fanatisme religieux de toutes les époques, tant en France que dans d'autres pays. Mettant sa notoriété au service des victimes de l’intolérance religieuse ou de l’arbitraire, il prend position dans des affaires qu’il a rendues célèbres : les affaires Calas, Sirven, celles du chevalier de La Barre et du comte de Lally-Tollendal.
Partisan d’une monarchie modérée et libérale éclairée par les « philosophes », il a pour modèle le système britannique de gouvernement issu de la révolution de 1688, qu'il a pu observer lui-même lors de son séjour anglais de 1726 à 1728. Il croit un moment trouver dans les « despotes éclairés » (Frédéric de Prusse et Catherine de Russie) des princes modèles. Il est en revanche méfiant à l'égard du régime républicain, à la différence de Rousseau, citoyen de la république de Genève.
Pour le XVIIIe siècle, Voltaire est avant tout poète. On le désigne comme « l'auteur de La Henriade » (du nom de son poème épique à la gloire d'Henri IV), et ses tragédies (ou « poèmes dramatiques ») assurent sa renommée littéraire à l'égal d'un Racine ou d'un Corneille : Œdipe, sa première pièce, est un triomphe sous la Régence ; Zaïre est certainement le plus grand succès de théâtre de son siècle. De nos jours, ce sont plutôt ses contes philosophiques qui sont retenus par la mémoire scolaire : Candide ou l'Optimisme au premier chef, mais également Zadig, Micromégas, L'Ingénu ou encore La Princesse de Babylone. Épistolier infatigable, sa correspondance monumentale est estimée à quarante mille lettres, dont quinze mille nous sont connues.
Également historien, titulaire à partir de 1746 d'une charge officielle d'historiographe du roi, il est l'auteur dans ce domaine d'une œuvre importante qui comprend notamment l'Histoire de Charles XII, Le Siècle de Louis XIV, le Précis du siècle de Louis XV, et l'Essai sur les mœurs, ouvrages comptant parmi les premiers essais historiques modernes. Sa philosophie de l'histoire fait de lui un précurseur du déterminisme historique du XIXe siècle et de l'histoire culturelle au XXe siècle.
Anglomane, à son retour de Londres Voltaire diffuse dans ses Lettres philosophiques des idées alors méconnues en France : le système de l'attraction universelle de Newton, l'empirisme de Locke, mais aussi le théâtre de Shakespeare, au sujet duquel il se montre ambivalent.
Tout au long de sa vie, Voltaire fréquente les grands de ce monde et les monarques, mais se retrouve souvent aux prises avec les autorités politiques, ce qui le conduit à la Bastille à deux reprises dans sa jeunesse, et par la suite à une série d'exils : d'abord l'Angleterre, ensuite Cirey auprès d'Émilie du Châtelet, puis la cour de Prusse où il se brouille avec Frédéric II avant de fuir Berlin en 1753. Après plusieurs mois d'errance, interdit de rentrer à Paris, il se réfugie aux Délices sur le territoire de Genève, puis acquiert en 1759 le domaine de Ferney, à la frontière entre le royaume de France et la république de Genève. Revenu à Paris en 1778, après une absence de près de vingt-huit ans, il y est ovationné par ses admirateurs et y meurt quelques semaines plus tard à 83 ans.
Voltaire aime le confort, les plaisirs de la table et de la conversation qu’il considère, avec le théâtre, comme l’une des formes les plus abouties de la vie en société. Il acquiert une fortune considérable dans des opérations spéculatives, surtout la vente d'armes, et dans la vente de ses ouvrages, ce qui lui permet de s’installer en 1759 au château de Ferney et d'y vivre sur un grand pied, tenant table et porte ouvertes. Le pèlerinage à Ferney fait partie en 1770-1775 du périple de formation des classes supérieures européennes sympathisant avec le parti philosophique. Investissant ses capitaux, il fait du village misérable de Ferney une petite ville prospère. Généreux, d'humeur gaie, il est néanmoins chicanier et parfois féroce et mesquin avec ses adversaires comme Jean-Jacques Rousseau, Crébillon ou Lefranc de Pompignan.
Les révolutionnaires de 1789, partisans de la monarchie constitutionnelle, voient en lui un précurseur, plus qu'en Rousseau, de sorte qu'il entre au Panthéon en 1791, le deuxième après Mirabeau. À l'initiative du marquis de Villette qui l'a hébergé durant son séjour à Paris, le « quai des Théatins » où l'écrivain est mort est rebaptisé « quai Voltaire ». Sa popularité est moindre auprès du gouvernement montagnard de 1793-1794 : Robespierre étant un admirateur de Rousseau.
Il est célébré par la IIIe République : dès 1870, à Paris, un boulevard, une impasse et une place portent son nom, il a nourri, au XIXe siècle, les passions antagonistes des adversaires et des défenseurs de la laïcité de l’État et de l’école publique, et, au-delà, de l’esprit des Lumières[pas clair].";274;;;"Montpellier";"France";1785;92;1115;"1b3fc4aae8b5adfd2417537f3cb42d3d03b17a14bcc7d1422b1dfdfc433b2547.jpg"
496;"1812";;;;"Buste de la baronne Daru, née Charlotte-Xavière de Froidefond du Chatenet, 1812";"";275;;;"Montpellier";"France";1812;92;1116;"da16199b0b0950a6c2c102b26f1b28afe0f0cc736da5c61c5d53e85c798a7db1.jpg"
497;"1812";;;;"Buste du baron Martial Daru (1774-1827)";"";275;;;"Montpellier";"France";1812;92;1117;"2cfd5822263855d33083b6d75032d7fe41b9269451f44e4a19b408367ccad1b2.jpg"
498;"1798";;;;"Buste de Vittorio Alfieri (1749-1803)";"";276;;;"Montpellier";"France";1798;92;1118;"4ce3d6348f688fa248515495df4c860b451eafe5cd99f62c4ade4e2ad65f0de0.jpg"
499;"1853";;;;"Effet de brouillard";"";95;;;"Montpellier";"France";1853;92;1119;"0beb56c77ceca52b5e88995f166bb71bd3e8bd33ea126580394829c4dbead7fd.jpg"
500;"1870";;;;"Souvenir de ville d'Avray (Effet de matin)";"";95;;;"Montpellier";"France";1870;92;1120;"02a367df2b321f756b8ffe49c10d9001c34a4a4c84b027471ae7bc6df74fb47d.jpg"
501;"1887";;;;"Pierre peignant des fleurs";"";277;;;"Montpellier";"France";1887;92;1121;"2095a6b5c26d1eb83d466580cb4b317d9f08153d54f9522b5d885b71dd3f0f50.jpg"
502;"1450";;;;"Saint Roch";"Saint Roch (né à Montpellier vers 1350, mort à Voghera vers 1378), Rochus en latin et Sant Ròc en occitan, est un pèlerin et thaumaturge français, honoré le 16 août, à qui l'Église accorde le titre canonique de confesseur (car ayant beaucoup souffert au service de la foi mais sans subir le martyre). En termes de culte populaire, il est principalement le saint patron de tous les pèlerins ainsi que de nombreuses confréries ou corporations : notamment des chirurgiens, des dermatologues et des apothicaires (pharmaciens). Son culte, né d'abord en France et en Italie, est devenu très populaire et s'est répandu dans le monde entier.";279;;;"Montpellier";"France";1450;92;1122;"5d11e7e308bc4107cf160e77b7f2a41118a0a57887a781b1c9e2399e3e823e11.jpg"
503;"1918";;;;"Uriage";"Uriage-les-Bains (ou Uriage) est une station thermale située à 414 m d'altitude, rattachée aux communes de Saint-Martin-d'Uriage et de Vaulnaveys-le-Haut, située dans le département français de l'Isère au pied de la station de Chamrousse. Ses habitants sont appelés les Uriageois(es). Cette station bénéficie d'une eau thermale particulière.
Située à huit kilomètres de Grenoble, elle est desservie par la route départementale 524, qui est l'ancienne route nationale 524 menant de Grenoble à Vizille par Gières.";280;;;"Montpellier";"France";1918;92;1123;"02a63411121bf9efbb2a6b3a180a8fa80784d1839ca86ac5d03bcef763dae59b.jpg"
504;"1896";65;48.5;;"Portrait de Gustave Le Rouge";"";281;;;"Montpellier";"France";1896;92;1124;"6bde78f5566305fc6829cbc651135ae09059b2b968afab22b9ad5f6ef695ed85.jpg"
505;"1690-1800";;;;"Couronne de fleurs avec la grotte de Pausilippe";"";210;;;"Montpellier";"France";1690;92;1125;"a594273ffb7b8b2d99f0e30b988dfcaf1e46d01d35f1692288eb049faeecb15b.jpg"
506;"1743";;;;"Josué arrêtant le soleil (esquisse)";"";60;;;"Montpellier";"France";1743;92;1126;"c5615ceb48ad3c9cfe45a0d55e72b89d10ea2149304418d61539d3910e31f9b9.jpg"
507;"1575";;;;"Le Christ au roseau";"";282;;;"Montpellier";"France";1575;92;1127;"0401e52081c1d53f8f77f795ce6cd83ccff71d5948195ed6b3aee11bc0faf30b.jpg"
508;"1797";46;69;16.5;"Projet pour le tombeau de madame Abraham Fontanel";"";283;;;"Montpellier";"France";1797;92;1128;"d05a9dbf8669d40c1d844e5dc120edb36c2d0ac0df783b38589975f34818c7de.jpg"
509;"1811";;;;"Une Muse";"";284;;;"Montpellier";"France";1811;92;1129;"262e134f6143c8149b0eb95ec9f7d39d3cc12bad71996117dda63f6cde3e75a7.jpg"
510;"1778";;;;"Portrait de Molière";"";274;;;"Montpellier";"France";1778;92;1130;"b8624ed440ccbe14dfc921c6e08c138609d7df4f7d4809496f009eba001a7003.jpg"
511;"1778";;;;"Buste de Voltaire";"";274;;;"Montpellier";"France";1778;92;1131;"db915f4d5e97f4ce08cdb0ff2d54fd95255ffc85fc11ab21ff44ce38cf2dfa31.jpg"
512;"1778";;;;"Buste de Benjamin Franklin";"";274;;;"Montpellier";"France";1778;92;1132;"436abbc443725b2afbccb0611dc486c867d6aba6f3bbb583b5a097f7cbadfdff.jpg"
513;"1785";;;;"Buste de Jean-Jacques Rousseau a l'antique";"";274;;;"Montpellier";"France";1785;92;1133;"c2d8baa087b35bd9973fde28108fabb34d4d91276d6e95c1f82e515d842c1165.jpg"
514;"1785";;;;"Buste d'Armand-Thomas Hue, marquis de Miromesnil, garde des Sceaux de France (1723-1796)";"";274;;;"Montpellier";"France";1785;92;1134;"843b2e56afd4bdf951f72631501defac80f28b8c6d37a3b2bba57508c01c1b08.jpg"
515;"1788";;;;"Buste d'un magistrat inconnu";"";274;;;"Montpellier";"France";1788;92;1135;"a71f55cc44337bb55e8efee100a69506d582985bcabb69ccb2a73f5586df4af7.jpg"
516;"1800";80;185;;"Le grand écorché";"";274;;;"Montpellier";"France";1800;92;1136;"bd349ad5153b9b283f711863e715ec1ef9fcfef9fc97f2d8e2df621fce44a351.jpg"
517;"1760";;;;"Louis XV à cheval";"";285;;;"Montpellier";"France";1760;92;1137;"74e7387dcfb40b5622cbf20449139ef2ebfd410a68c0209034f278c81c94f312.jpg"
518;"1680";;;;"Mademoiselle Bonnier de la Mosson";"";286;;;"Montpellier";"France";1680;92;1138;"8ebc34097f0266aa4d5c5974175e74951e5a326ed22be5eb8f52d275e661c9e2.jpg"
519;"1695";;;;"La Religion terrassant l'Hérésie";"";287;;;"Montpellier";"France";1695;92;1139;"a923e162d7e57bd92be76e235a4bcc8a80893b51ab32bff1430e68a3b11d9a20.jpg"
520;"1882";;;;"Portrait d'Alexandre Cabanel";"";288;;;"Montpellier";"France";1882;92;1140;"30706ee628fd6403fb84b5640a5b9962029104ea948b354ba9479305df0f5146.jpg"
521;"1681";;;;"Polyphème";"Dans la mythologie grecque, Polyphème (en grec ancien Πολύφημος / Polúphêmos, littéralement « qui parle beaucoup » : « bavard », ou « dont on parle beaucoup » : « renommé ») est un cyclope, fils de Poséidon et de la nymphe Thoôsa.";289;;;"Montpellier";"France";1681;92;1141;"5e506af1a73acf8b42b4dd1bbde303dcccccfccaa7bd6667a7bcb9e46fac3371.jpg"
522;"1840";;;;"Femmes à la fontaine";"";182;;;"Montpellier";"France";1840;92;1142;"179312eb42fa1dcf7a2970819189baee9e13a4010a31921a041c7d8a6546ef66.jpg"
523;"1841";60;137;80;"Giotto traçant sur le sable une tète de bélier";"";290;;;"Montpellier";"France";1841;92;1143;"92bdfd2c160d93ff870fdd8ebcef50a8042b1634e26b958fd3c1287cb712e8f3.jpg"
524;"1773";;;;"Groupe d'enfants";"";10;;;"Montpellier";"France";1773;92;1144;"0d06f947e32a9548eec77ad9e356a416379227c11993c2e38caa741053c9bec6.jpg"
525;"1839";30;;29;"Portrait en buste d'Antoine Valedau, bienfaiteur du musée";"";291;;;"Montpellier";"France";1839;92;1145;"377fc0b38b527f723a90bacf668e8aa0999a6dd1f2d14fb7a9a0c8e54a84b516.jpg"
